,year,round,circuitId,weather,weather2,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy
376,1988,6,37,Warm and sunny with temperatures up to      °F (     °C)  wind speeds up to      miles per hour (     km h)  ],Warm and sunny with temperatures up to 91 9 °F (33 3 °C); wind speeds up to 11 1 miles per hour (17 9 km/h) 1],1,0,0,0,0
377,1988,7,34,Sunny and hot,Sunny and hot,1,0,0,0,0
378,1988,8,9,Wet and cool,Wet and cool,0,1,0,1,0
379,1988,9,10,Wet and cool,Wet and cool,0,1,0,1,0
380,1988,10,11,Sunny and hot,Sunny and hot,1,0,0,0,0
381,1988,11,13,Warm  dry and overcast,Warm  dry and overcast,1,0,1,0,1
382,1988,12,14,Sunny and hot,Sunny and hot,1,0,0,0,0
383,1988,13,27,Sunny and hot,Sunny and hot,1,0,0,0,0
384,1988,14,26,Sunny and hot,Sunny and hot,1,0,0,0,0
385,1988,15,22,Cool and mainly dry  some rain toward the end,Cool and mainly dry  some rain toward the end,0,1,1,1,0
386,1988,16,29,Cloudy and hot,Cloudy and hot,1,0,0,0,1
387,1987,1,36,Sunny,Sunny,1,0,0,0,0
388,1987,2,21,Sunny  warm,Sunny  warm,1,0,0,0,0
389,1987,3,13,Cloudy and cool,Cloudy and cool,0,1,0,0,1
390,1987,4,6,Sunny and warm,Sunny and warm,1,0,0,0,0
391,1987,5,37,Clear with rain showers later on  temperatures reaching up to      °F (     °C)  wind speeds up to      miles per hour (     km h)  ],Clear with rain showers later on; temperatures reaching up to 78 1 °F (25 6 °C); wind speeds up to 19 6 miles per hour (31 5 km/h) 1],1,0,0,1,0
392,1987,6,34,Sunny and hot,Sunny and hot,1,0,0,0,0
393,1987,7,9,Sunny and warm,Sunny and warm,1,0,0,0,0
394,1987,8,10,not found,not found,0,0,0,0,0
395,1987,9,11,Dry,Dry,0,0,1,0,0
396,1987,10,23,Dry,Dry,0,0,1,0,0
397,1987,11,14,Dry,Dry,0,0,1,0,0
398,1987,12,27,Dry,Dry,0,0,1,0,0
399,1987,13,26,Sunny and hot,Sunny and hot,1,0,0,0,0
400,1987,14,32,Sunny and hot,Sunny and hot,1,0,0,0,0
401,1987,15,22,Dry,Dry,0,0,1,0,0
402,1987,16,29,Sunny,Sunny,1,0,0,0,0
403,1986,1,36,Hot  dry and sunny,Hot  dry and sunny,1,0,1,0,0
404,1986,2,26,Warm  dry and sunny,Warm  dry and sunny,1,0,1,0,0
405,1986,3,21,Overcast  warm,Overcast  warm,1,0,0,0,1
406,1986,4,6,Sunny  mild  dry,Sunny  mild  dry,1,0,1,0,0
407,1986,5,13,Dry,Dry,0,0,1,0,0
408,1986,6,7,Dry with temperatures approaching    °C (   °F)  wind speeds up to      km h (     mph)  ],Dry with temperatures approaching 25 °C (77 °F); wind speeds up to 20 5 km/h (12 7 mph) 1],0,0,1,0,0
409,1986,7,37,Cloudy and hot with temperatures reaching up to    °F (   °C)  wind speeds up to    miles per hour (   km h)  ],Cloudy and hot with temperatures reaching up to 91 °F (33 °C); wind speeds up to 23 miles per hour (37 km/h) 1],1,0,0,0,1
410,1986,8,34,Dry,Dry,0,0,1,0,0
411,1986,9,38,Sunny,Sunny,1,0,0,0,0
412,1986,10,10,Dry,Dry,0,0,1,0,0
413,1986,11,11,not found,not found,0,0,0,0,0
414,1986,12,23,Dry,Dry,0,0,1,0,0
415,1986,13,14,Dry,Dry,0,0,1,0,0
416,1986,14,27,Dry,Dry,0,0,1,0,0
417,1986,15,32,Sunny and hot,Sunny and hot,1,0,0,0,0
418,1986,16,29,Sunny,Sunny,1,0,0,0,0
419,1985,1,36,Dry,Dry,0,0,1,0,0
420,1985,2,27,Overcast  Cold  Rain,Overcast  Cold  Rain,0,1,0,1,1
421,1985,3,21,not found,not found,0,0,0,0,0
422,1985,4,6,Dry,Dry,0,0,1,0,0
423,1985,5,7,Sunny with temperatures approaching      °C (     °F)  wind speeds up to      kilometres per hour (    mph)  ],Sunny with temperatures approaching 20 5 °C (68 9 °F); wind speeds up to 12 9 kilometres per hour (8 0 mph) 1],1,0,0,0,0
424,1985,6,37,Clear and cool with temperatures reaching up to      °F (     °C)  wind speeds up to    miles per hour (   km h)  ],Clear and cool with temperatures reaching up to 80 1 °F (26 7 °C); wind speeds up to 23 miles per hour (37 km/h) 1],1,1,0,0,0
425,1985,7,34,Dry  hot  ],Dry  hot 2],1,0,1,0,0
426,1985,8,9,Cool  overcast,Cool  overcast,0,1,0,0,1
427,1985,9,20,Dry,Dry,0,0,1,0,0
428,1985,10,23,Dry,Dry,0,0,1,0,0
429,1985,11,39,Sunny,Sunny,1,0,0,0,0
430,1985,12,14,Dry,Dry,0,0,1,0,0
431,1985,13,13,Wet Dry  drying up in later stages,Wet/Dry  drying up in later stages,0,0,1,1,0
432,1985,14,38,not found,not found,0,0,0,0,0
433,1985,15,30,Dry,Dry,0,0,1,0,0
434,1985,16,29,Sunny,Sunny,1,0,0,0,0
435,1984,1,36,Dry,Dry,0,0,1,0,0
436,1984,2,30,Dry,Dry,0,0,1,0,0
437,1984,3,40,not found,not found,0,0,0,0,0
438,1984,4,21,not found,not found,0,0,0,0,0
439,1984,5,41,Dry,Dry,0,0,1,0,0
440,1984,6,6,Heavy rain and spray,Heavy rain and spray,0,0,0,1,0
441,1984,7,7,Dry with temperatures approaching    °C (   °F)  wind speeds up to      kilometres per hour (    mph)  ],Dry with temperatures approaching 26 °C (79 °F); wind speeds up to 12 9 kilometres per hour (8 0 mph) 1],0,0,1,0,0
442,1984,8,37,Sunny and warm with temperatures reaching up to      °F (     °C)  wind speeds up to      miles per hour (     km h)  ],Sunny and warm with temperatures reaching up to 77 9 °F (25 5 °C); wind speeds up to 11 3 miles per hour (18 2 km/h) 1],1,0,0,0,0
443,1984,9,42,Sunny with temperatures reaching up to     °F (   °C)  wind speeds approaching speeds up to    miles per hour (   km h)  ],Sunny with temperatures reaching up to 100 °F (38 °C); wind speeds approaching speeds up to 14 miles per hour (23 km/h) 1],1,0,0,0,0
444,1984,10,38,not found,not found,0,0,0,0,0
445,1984,11,10,Dry,Dry,0,0,1,0,0
446,1984,12,23,Dry,Dry,0,0,1,0,0
447,1984,13,39,Sunny,Sunny,1,0,0,0,0
448,1984,14,14,Dry,Dry,0,0,1,0,0
449,1984,15,20,Sunny,Sunny,1,0,0,0,0
450,1984,16,27,Dry,Dry,0,0,1,0,0
451,1983,1,36,Dry,Dry,0,0,1,0,0
452,1983,2,43,Sunny and warm with temperatures reaching up to      °F (     °C)  wind speeds approaching speeds up to     miles per hour (     km h)  ],Sunny and warm with temperatures reaching up to 65 8 °F (18 8 °C); wind speeds approaching speeds up to 9 9 miles per hour (15 9 km/h) 1],1,0,0,0,0
453,1983,3,34,Dry  grey and cool  ],Dry  grey and cool 1],0,1,1,0,1
454,1983,4,21,not found,not found,0,0,0,0,0
455,1983,5,6,Wet track at the start,Wet track at the start,0,0,0,1,0
456,1983,6,13,not found,not found,0,0,0,0,0
457,1983,7,37,Sunny and warm with temperatures reaching up to      °F (     °C)  wind speeds up to      miles per hour (     km h)  ],Sunny and warm with temperatures reaching up to 76 8 °F (24 9 °C); wind speeds up to 11 3 miles per hour (18 2 km/h) 1],1,0,0,0,0
458,1983,8,7,Warm with temperatures approaching    °C (   °F)  wind speeds up to    kilometres per hour (    mph)  ],Warm with temperatures approaching 30 °C (86 °F); wind speeds up to 15 kilometres per hour (9 3 mph) 1],1,0,0,0,0
459,1983,9,9,not found,not found,0,0,0,0,0
460,1983,10,10,Dry,Dry,0,0,1,0,0
461,1983,11,23,Dry,Dry,0,0,1,0,0
462,1983,12,39,Cloudy,Cloudy,0,0,0,0,1
463,1983,13,14,Dry,Dry,0,0,1,0,0
464,1983,14,38,Dry,Dry,0,0,1,0,0
465,1983,15,30,Dry,Dry,0,0,1,0,0
466,1982,1,30,Dry,Dry,0,0,1,0,0
467,1982,2,36,Dry,Dry,0,0,1,0,0
468,1982,3,43,Clear and warm with temperatures reaching up to      °F (     °C)  wind speeds approaching speeds up to      miles per hour (     km h)  ],Clear and warm with temperatures reaching up to 63 9 °F (17 7 °C); wind speeds approaching speeds up to 11 8 miles per hour (19 0 km/h) 1],1,0,0,0,0
469,1982,4,21,not found,not found,0,0,0,0,0
470,1982,5,40,Cold with air temperatures reaching up to    °C (   °F)  ],Cold with air temperatures reaching up to 13 °C (55 °F) 1],0,1,0,0,0
471,1982,6,6,Dry  then Wet,Dry  then Wet,0,0,1,1,0
472,1982,7,37,Sunny and warm with temperatures reaching up to    °F (   °C)  wind speeds up to      miles per hour (     km h)  ],Sunny and warm with temperatures reaching up to 72 °F (22 °C); wind speeds up to 16 1 miles per hour (25 9 km/h) 1],1,0,0,0,0
473,1982,8,7,Overcast and chilly   °C (   °F)  ],Overcast and chilly17 °C (63 °F) 1],0,1,0,0,1
474,1982,9,39,Cloudy,Cloudy,0,0,0,0,1
475,1982,10,38,not found,not found,0,0,0,0,0
476,1982,11,34,Dry,Dry,0,0,1,0,0
477,1982,12,10,Dry,Dry,0,0,1,0,0
478,1982,13,23,Sunny  hot,Sunny  hot,1,0,0,0,0
479,1982,14,41,Dry,Dry,0,0,1,0,0
480,1982,15,14,Dry,Dry,0,0,1,0,0
481,1982,16,44,Sunny with temperatures reaching up to      °F (     °C)  wind speeds approaching speeds up to      miles per hour (     km h)  ],Sunny with temperatures reaching up to 98 8 °F (37 1 °C); wind speeds approaching speeds up to 18 1 miles per hour (29 1 km/h) 1],1,0,0,0,0
482,1981,1,43,Sunny and warm with temperatures reaching up to      °F (     °C)  wind speeds approaching      miles per hour (     km h)  ],Sunny and warm with temperatures reaching up to 71 1 °F (21 7 °C); wind speeds approaching 10 9 miles per hour (17 5 km/h) 1],1,0,0,0,0
483,1981,2,36,Overcast  Fresh  Rain,Overcast  Fresh  Rain,0,1,0,1,1
484,1981,3,25,Sunny  Hot  Dry,Sunny  Hot  Dry,1,0,1,0,0
485,1981,4,21,Rain  cold,Rain  cold,0,1,0,1,0
486,1981,5,40,Wet Dry,Wet/Dry,0,0,1,1,0
487,1981,6,6,Dry,Dry,0,0,1,0,0
488,1981,7,45,Sunny  hot,Sunny  hot,1,0,0,0,0
489,1981,8,41,Wet,Wet,0,0,0,1,0
490,1981,9,9,Dry,Dry,0,0,1,0,0
491,1981,10,10,Wet   Dry,Wet / Dry,0,0,1,1,0
492,1981,11,23,Mild  Dry,Mild  Dry,1,0,1,0,0
493,1981,12,39,Sunny  Dry,Sunny  Dry,1,0,1,0,0
494,1981,13,14,Dry and sunny,Dry and sunny,1,0,1,0,0
495,1981,14,7,Wet and cold with temperatures up to    °C (   °F)  wind speeds up to    kilometres per hour (    mph)  ],Wet and cold with temperatures up to 20 °C (68 °F); wind speeds up to 15 kilometres per hour (9 3 mph) 1],0,1,0,1,0
496,1981,15,44,Sunny with temperatures reaching up to    °F (   °C)  wind speeds approaching speeds up to      miles per hour (     km h)  ],Sunny with temperatures reaching up to 75 °F (24 °C); wind speeds approaching speeds up to 11 1 miles per hour (17 9 km/h) 1],1,0,0,0,0
497,1980,1,25,Sunny  Very hot  Dry,Sunny  Very hot  Dry,1,0,1,0,0
498,1980,2,18,Dry,Dry,0,0,1,0,0
499,1980,3,30,Dry,Dry,0,0,1,0,0
500,1980,4,43,Sunny and warm with temperatures reaching up to    °F (   °C)  wind speeds up to      miles per hour (     km h)  ],Sunny and warm with temperatures reaching up to 81 °F (27 °C); wind speeds up to 10 9 miles per hour (17 5 km/h) 1],1,0,0,0,0
501,1980,5,40,Dry,Dry,0,0,1,0,0
502,1980,6,6,Dry at the start  damp in the end,Dry at the start  damp in the end,0,0,1,1,0
503,1980,7,34,Dry,Dry,0,0,1,0,0
504,1980,8,38,not found,not found,0,0,0,0,0
505,1980,9,10,Overcast  Dry,Overcast  Dry,0,0,1,0,1
506,1980,10,23,Mild  Dry,Mild  Dry,1,0,1,0,0
507,1980,11,39,Sunny  Mild  Dry,Sunny  Mild  Dry,1,0,1,0,0
508,1980,12,21,Sunny  Mild  Dry,Sunny  Mild  Dry,1,0,1,0,0
509,1980,13,7,Cold and dry with temperatures reaching up to    °C (   °F)  wind speeds up to      kilometres per hour (    mph)  ],Cold and dry with temperatures reaching up to 11 °C (52 °F); wind speeds up to 15 9 kilometres per hour (9 9 mph) 1],0,1,1,0,0
510,1980,14,46,Cloudy and dry with temperatures reaching up to    °F (   °C)  wind speeds up to   miles per hour (   km h)  ],Cloudy and dry with temperatures reaching up to 54 °F (12 °C); wind speeds up to 8 miles per hour (13 km/h) 1],0,0,1,0,1
511,1979,1,25,Dry,Dry,0,0,1,0,0
512,1979,2,18,Dry,Dry,0,0,1,0,0
513,1979,3,30,Wet,Wet,0,0,0,1,0
514,1979,4,43,Sunny and warm with temperatures reaching up to    °F (   °C)  winds gusting up to   miles per hour (   km h)  ],Sunny and warm with temperatures reaching up to 66 °F (19 °C); winds gusting up to 8 miles per hour (13 km/h) 1],1,0,0,0,0
515,1979,5,45,Dry,Dry,0,0,1,0,0
516,1979,6,40,Dry,Dry,0,0,1,0,0
517,1979,7,6,Dry,Dry,0,0,1,0,0
518,1979,8,41,Dry,Dry,0,0,1,0,0
519,1979,9,9,Dry,Dry,0,0,1,0,0
520,1979,10,10,Dry,Dry,0,0,1,0,0
521,1979,11,23,Dry,Dry,0,0,1,0,0
522,1979,12,39,Dry,Dry,0,0,1,0,0
523,1979,13,14,Dry and sunny,Dry and sunny,1,0,1,0,0
524,1979,14,7,Partially cloudy  mild and dry with temperatures reaching up to    °C (   °F)  wind speeds up to      kilometres per hour (     mph)  ],Partially cloudy  mild and dry with temperatures reaching up to 21 °C (70 °F); wind speeds up to 18 3 kilometres per hour (11 4 mph) 1],1,0,1,0,1
525,1979,15,46,Rain with temperatures reaching a maximum of    °F (   °C)  wind speeds up to    miles per hour (   km h)  ],Rain with temperatures reaching a maximum of 59 °F (15 °C); wind speeds up to 15 miles per hour (24 km/h) 1],0,0,0,1,0
526,1978,1,25,Dry,Dry,0,0,1,0,0
527,1978,2,36,Dry,Dry,0,0,1,0,0
528,1978,3,30,Dry,Dry,0,0,1,0,0
529,1978,4,43,Scattered clouds    °C (   °F)  ],Scattered clouds 17 °C (63 °F) 1],0,0,0,0,1
530,1978,5,6,Dry,Dry,0,0,1,0,0
531,1978,6,40,Dry,Dry,0,0,1,0,0
532,1978,7,45,Dry,Dry,0,0,1,0,0
533,1978,8,47,Sunny and warm,Sunny and warm,1,0,0,0,0
534,1978,9,34,Dry,Dry,0,0,1,0,0
535,1978,10,38,Dry,Dry,0,0,1,0,0
536,1978,11,10,Dry,Dry,0,0,1,0,0
537,1978,12,23,Wet,Wet,0,0,0,1,0
538,1978,13,39,Dry,Dry,0,0,1,0,0
539,1978,14,14,Sunny,Sunny,1,0,0,0,0
540,1978,15,46,Cloudy  dry,Cloudy  dry,0,0,1,0,1
541,1978,16,7,Mostly cloudy and cold  °C (   °F)  ],Mostly cloudy and cold5 °C (41 °F) 1],0,1,0,0,1
542,1977,1,25,Dry,Dry,0,0,1,0,0
543,1977,2,18,Dry,Dry,0,0,1,0,0
544,1977,3,30,Sunny,Sunny,1,0,0,0,0
545,1977,4,43,Sunny with temperatures reaching up to    °F (   °C)  winds gusting up to      miles per hour (     km h)  ],Sunny with temperatures reaching up to 68 °F (20 °C); winds gusting up to 10 9 miles per hour (17 5 km/h) 1],1,0,0,0,0
546,1977,5,45,not found,not found,0,0,0,0,0
547,1977,6,6,Dry,Dry,0,0,1,0,0
548,1977,7,40,Wet,Wet,0,0,0,1,0
549,1977,8,47,Dry,Dry,0,0,1,0,0
550,1977,9,41,Dry,Dry,0,0,1,0,0
551,1977,10,9,Sunny,Sunny,1,0,0,0,0
552,1977,11,10,Dry,Dry,0,0,1,0,0
553,1977,12,23,Wet  then drying,Wet  then drying,0,0,0,1,0
554,1977,13,39,Dry,Dry,0,0,1,0,0
555,1977,14,14,Dry,Dry,0,0,1,0,0
556,1977,15,46,Rain with temperatures reaching up to    °F (   °C)  winds gusting up to      miles per hour (     km h)  ],Rain with temperatures reaching up to 63 °F (17 °C); winds gusting up to 12 8 miles per hour (20 6 km/h) 1],0,0,0,1,0
557,1977,16,48,Cold with temperatures approaching    °C (   °F)  wind speeds up to      kilometres per hour (    mph)  ],Cold with temperatures approaching 12 °C (54 °F); wind speeds up to 12 8 kilometres per hour (8 0 mph) 1],0,1,0,0,0
558,1977,17,16,Dry,Dry,0,0,1,0,0
559,1976,1,18,Sunny,Sunny,1,0,0,0,0
560,1976,2,30,Sunny,Sunny,1,0,0,0,0
561,1976,3,43,Hot and sunny with temperatures reaching up to    °F (   °C)  wind speeds approaching speeds up to    miles per hour (   km h)  ],Hot and sunny with temperatures reaching up to 70 °F (21 °C); wind speeds approaching speeds up to 15 miles per hour (24 km/h) 1],1,0,0,0,0
562,1976,4,45,not found,not found,0,0,0,0,0
563,1976,5,40,not found,not found,0,0,0,0,0
564,1976,6,6,Dry,Dry,0,0,1,0,0
565,1976,7,47,Dry,Dry,0,0,1,0,0
566,1976,8,34,not found,not found,0,0,0,0,0
567,1976,9,38,Dry,Dry,0,0,1,0,0
568,1976,10,20,Rain at start  later drying,Rain at start  later drying,0,0,0,1,0
569,1976,11,23,not found,not found,0,0,0,0,0
570,1976,12,39,Warm  dry,Warm  dry,1,0,1,0,0
571,1976,13,14,not found,not found,0,0,0,0,0
572,1976,14,48,Mild with temperatures approaching    °C (   °F)  wind speeds up to     kilometres per hour (    mph)  ],Mild with temperatures approaching 22 °C (72 °F); wind speeds up to 8 9 kilometres per hour (5 5 mph) 1],1,0,0,0,0
573,1976,15,46,Sunny with temperatures reaching up to    °F (   °C)  winds gusting up to      miles per hour (     km h)  ],Sunny with temperatures reaching up to 61 °F (16 °C); winds gusting up to 15 9 miles per hour (25 6 km/h) 1],1,0,0,0,0
574,1976,16,16,Very wet and misty  eventually drying,Very wet and misty  eventually drying,0,0,0,1,0
575,1975,1,25,Hot and sunny,Hot and sunny,1,0,0,0,0
576,1975,2,18,Hot and dry,Hot and dry,1,0,1,0,0
577,1975,3,30,Sunny,Sunny,1,0,0,0,0
578,1975,4,49,Sunny,Sunny,1,0,0,0,0
579,1975,5,6,Rain  later drying,Rain  later drying,0,0,0,1,0
580,1975,6,40,Dry and sunny,Dry and sunny,1,0,1,0,0
581,1975,7,47,Dry,Dry,0,0,1,0,0
582,1975,8,39,Wet  drying later,Wet  drying later,0,0,0,1,0
583,1975,9,34,Dry and sunny,Dry and sunny,1,0,1,0,0
584,1975,10,9,Sunny  then overcast  then heavy rain,Sunny  then overcast  then heavy rain,1,0,0,1,1
585,1975,11,20,Dry and sunny,Dry and sunny,1,0,1,0,0
586,1975,12,23,Heavy rain,Heavy rain,0,0,0,1,0
587,1975,13,14,Dry and sunny,Dry and sunny,1,0,1,0,0
588,1975,14,46,Partly sunny with temperatures reaching a maximum of      °F (     °C)  wind speeds up to    miles per hour (   km h)  ],Partly sunny with temperatures reaching a maximum of 69 1 °F (20 6 °C); wind speeds up to 14 miles per hour (23 km/h) 1],1,0,0,0,0
589,1974,1,25,Hot and sunny,Hot and sunny,1,0,0,0,0
590,1974,2,18,Cloudy and dry in the first phase  then seasonal monsoon later ,Cloudy and dry in the first phase  then seasonal monsoon later ,0,0,1,0,1
591,1974,3,30,not found,not found,0,0,0,0,0
592,1974,4,45,not found,not found,0,0,0,0,0
593,1974,5,50,not found,not found,0,0,0,0,0
594,1974,6,6,not found,not found,0,0,0,0,0
595,1974,7,47,not found,not found,0,0,0,0,0
596,1974,8,39,not found,not found,0,0,0,0,0
597,1974,9,41,not found,not found,0,0,0,0,0
598,1974,10,38,not found,not found,0,0,0,0,0
599,1974,11,20,Overcast  showers,Overcast  showers,0,0,0,1,1
600,1974,12,23,not found,not found,0,0,0,0,0
601,1974,13,14,not found,not found,0,0,0,0,0
602,1974,14,48,Cold with temperatures approaching      °C (     °F)  wind speeds up to    kilometres per hour (    mph)  ],Cold with temperatures approaching 13 3 °C (55 9 °F); wind speeds up to 15 kilometres per hour (9 3 mph) 1],0,1,0,0,0
603,1974,15,46,Clear  warm,Clear  warm,1,0,0,0,0
604,1973,1,25,not found,not found,0,0,0,0,0
605,1973,2,18,Partly cloudy and hot,Partly cloudy and hot,1,0,0,0,1
606,1973,3,30,Sunny  Hot  Dry,Sunny  Hot  Dry,1,0,1,0,0
607,1973,4,49,Sunny  Hot  Dry,Sunny  Hot  Dry,1,0,1,0,0
608,1973,5,40,Warm  dry,Warm  dry,1,0,1,0,0
609,1973,6,6,not found,not found,0,0,0,0,0
610,1973,7,47,not found,not found,0,0,0,0,0
611,1973,8,34,Sunny and warm,Sunny and warm,1,0,0,0,0
612,1973,9,9,Dry,Dry,0,0,1,0,0
613,1973,10,39,Dry,Dry,0,0,1,0,0
614,1973,11,20,Dry,Dry,0,0,1,0,0
615,1973,12,23,not found,not found,0,0,0,0,0
616,1973,13,14,not found,not found,0,0,0,0,0
617,1973,14,48,Mild with temperatures approaching      °C (     °F)  wind speeds up to      kilometres per hour (    mph)  ],Mild with temperatures approaching 22 2 °C (72 0 °F); wind speeds up to 11 8 kilometres per hour (7 3 mph) 1],1,0,0,0,0
618,1973,15,46,Cloudy with temperatures approaching    °F (   °C)  wind speeds up to   miles per hour (   km h)  ],Cloudy with temperatures approaching 68 °F (20 °C); wind speeds up to 8 miles per hour (13 km/h) 1],0,0,0,0,1
619,1972,1,25,not found,not found,0,0,0,0,0
620,1972,2,30,Sunny  Hot  Dry,Sunny  Hot  Dry,1,0,1,0,0
621,1972,3,45,not found,not found,0,0,0,0,0
622,1972,4,6,Wet,Wet,0,0,0,1,0
623,1972,5,50,not found,not found,0,0,0,0,0
624,1972,6,51,not found,not found,0,0,0,0,0
625,1972,7,38,Warm  dry,Warm  dry,1,0,1,0,0
626,1972,8,20,not found,not found,0,0,0,0,0
627,1972,9,23,Sunny  hot,Sunny  hot,1,0,0,0,0
628,1972,10,14,Dry and sunny,Dry and sunny,1,0,1,0,0
629,1972,11,48,Mild with temperatures approaching      °C (     °F)  wind speeds up to    kilometres per hour (    mph)  ],Mild with temperatures approaching 22 8 °C (73 0 °F); wind speeds up to 12 kilometres per hour (7 5 mph) 1],1,0,0,0,0
630,1972,12,46,Sunny at start  brief showers late,Sunny at start  brief showers late,1,0,0,1,0
631,1971,1,30,Sunny  Hot  Dry,Sunny  Hot  Dry,1,0,1,0,0
632,1971,2,49,Sunny  Hot  Dry,Sunny  Hot  Dry,1,0,1,0,0
633,1971,3,6,Overcast,Overcast,0,0,0,0,1
634,1971,4,39,Wet,Wet,0,0,0,1,0
635,1971,5,34,not found,not found,0,0,0,0,0
636,1971,6,9,Overcast  dry,Overcast  dry,0,0,1,0,1
637,1971,7,20,not found,not found,0,0,0,0,0
638,1971,8,23,Dry,Dry,0,0,1,0,0
639,1971,9,14,not found,not found,0,0,0,0,0
640,1971,10,48,Chilly with temperatures approaching      °C (     °F)  wind speeds up to   kilometres per hour (    mph)  ],Chilly with temperatures approaching 17 8 °C (64 0 °F); wind speeds up to 8 kilometres per hour (5 0 mph) 1],0,1,0,0,0
641,1971,11,46,Dry,Dry,0,0,1,0,0
642,1970,1,30,Very hot  Dry,Very hot  Dry,1,0,1,0,0
643,1970,2,45,Very hot  Dry,Very hot  Dry,1,0,1,0,0
644,1970,3,6,Sunny and warm,Sunny and warm,1,0,0,0,0
645,1970,4,13,not found,not found,0,0,0,0,0
646,1970,5,39,Cloudy,Cloudy,0,0,0,0,1
647,1970,6,51,Overcast,Overcast,0,0,0,0,1
648,1970,7,38,not found,not found,0,0,0,0,0
649,1970,8,10,not found,not found,0,0,0,0,0
650,1970,9,23,not found,not found,0,0,0,0,0
651,1970,10,14,Sunny  Dry,Sunny  Dry,1,0,1,0,0
652,1970,11,52,Mild with temperatures approaching      °C (     °F)  winds gusting up to      kilometres per hour (    mph)  ],Mild with temperatures approaching 23 3 °C (73 9 °F); winds gusting up to 10 1 kilometres per hour (6 3 mph) 1],1,0,0,0,0
653,1970,12,46,Cloudy and dry with temperatures reaching up to    °F (   °C)  winds gusting up to      miles per hour (     km h)  ],Cloudy and dry with temperatures reaching up to 50 °F (10 °C); winds gusting up to 15 9 miles per hour (25 6 km/h) 1],0,0,1,0,1
654,1970,13,32,not found,not found,0,0,0,0,0
655,1969,1,30,Hot  Dry,Hot  Dry,1,0,1,0,0
656,1969,2,49,Sunny  mild  dry,Sunny  mild  dry,1,0,1,0,0
657,1969,3,6,Overcast  mild  dry,Overcast  mild  dry,1,0,1,0,1
658,1969,4,39,Sunny  mild  dry,Sunny  mild  dry,1,0,1,0,0
659,1969,5,51,Sunny  mild  dry,Sunny  mild  dry,1,0,1,0,0
660,1969,6,9,Overcast  dry,Overcast  dry,0,0,1,0,1
661,1969,7,20,not found,not found,0,0,0,0,0
662,1969,8,14,Sunny  Dry,Sunny  Dry,1,0,1,0,0
663,1969,9,48,Mild with temperatures approaching      °C (     °F)  wind speeds up to      kilometres per hour (    mph)  ],Mild with temperatures approaching 21 1 °C (70 0 °F); wind speeds up to 10 1 kilometres per hour (6 3 mph) 1],1,0,0,0,0
664,1969,10,46,Dry with temperatures reaching up to    °F (   °C)  wind speeds up to      miles per hour (     km h)  ],Dry with temperatures reaching up to 64 °F (18 °C); wind speeds up to 10 1 miles per hour (16 3 km/h) 1],0,0,1,0,0
665,1969,11,32,Warm and dry,Warm and dry,1,0,1,0,0
666,1968,1,30,Very hot  dry,Very hot  dry,1,0,1,0,0
667,1968,2,45,Hot  Dry,Hot  Dry,1,0,1,0,0
668,1968,3,6,Sunny  Mild  Dry,Sunny  Mild  Dry,1,0,1,0,0
669,1968,4,13,Overcast  Dry,Overcast  Dry,0,0,1,0,1
670,1968,5,39,Showers,Showers,0,0,0,1,0
671,1968,6,53,Wet,Wet,0,0,0,1,0
672,1968,7,38,Hot  Dry,Hot  Dry,1,0,1,0,0
673,1968,8,20,Hazy  Wet,Hazy  Wet,0,0,0,1,0
674,1968,9,14,Hot  Dry,Hot  Dry,1,0,1,0,0
675,1968,10,52,Sunny with temperatures reaching up to      °C (     °F) and wind speeds up to      kilometres per hour (    mph)  no precipitation reported throughout the day  ],Sunny with temperatures reaching up to 27 8 °C (82 0 °F) and wind speeds up to 10 1 kilometres per hour (6 3 mph); no precipitation reported throughout the day 1],1,0,0,0,0
676,1968,11,46,Temperatures reaching a maximum of      °F (     °C)  wind speeds up to    miles per hour (   km h)  ],Temperatures reaching a maximum of 51 1 °F (10 6 °C); wind speeds up to 14 miles per hour (23 km/h) 1],0,0,0,0,0
677,1968,12,32,Sunny  Mild  Dry,Sunny  Mild  Dry,1,0,1,0,0
678,1967,1,30,not found,not found,0,0,0,0,0
679,1967,2,6,not found,not found,0,0,0,0,0
680,1967,3,39,not found,not found,0,0,0,0,0
681,1967,4,13,not found,not found,0,0,0,0,0
682,1967,5,54,not found,not found,0,0,0,0,0
683,1967,6,9,not found,not found,0,0,0,0,0
684,1967,7,20,Warm  dry and sunny,Warm  dry and sunny,1,0,1,0,0
685,1967,8,48,Rainy with temperatures up to      °C (     °F)  wind speeds up to   kilometres per hour (    mph)  ],Rainy with temperatures up to 24 4 °C (75 9 °F); wind speeds up to 8 kilometres per hour (5 0 mph) 1],0,0,0,1,0
686,1967,9,14,Warm  dry,Warm  dry,1,0,1,0,0
687,1967,10,46,Sunny,Sunny,1,0,0,0,0
688,1967,11,32,not found,not found,0,0,0,0,0
689,1966,1,6,Overcast  Mild  Dry,Overcast  Mild  Dry,1,0,1,0,1
690,1966,2,13,Overcast and wet,Overcast and wet,0,0,0,1,1
691,1966,3,55,Hot  dry,Hot  dry,1,0,1,0,0
692,1966,4,38,Wet  drying later,Wet  drying later,0,0,0,1,0
