,year,round,circuitId,weather,weather2,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy
693,1966,5,39,Sunny  Mild  Dry,Sunny  Mild  Dry,1,0,1,0,0
694,1966,6,20,Overcast and wet,Overcast and wet,0,0,0,1,1
695,1966,7,14,Warm  dry and sunny,Warm  dry and sunny,1,0,1,0,0
696,1966,8,46,Cool  dry,Cool  dry,0,1,1,0,0
697,1966,9,32,Warm  clear,Warm  clear,1,0,0,0,0
698,1965,1,56,not found,not found,0,0,0,0,0
699,1965,2,6,not found,not found,0,0,0,0,0
700,1965,3,13,Heavy rain,Heavy rain,0,0,0,1,0
701,1965,4,51,Sunny,Sunny,1,0,0,0,0
702,1965,5,9,Warm  dry and overcast,Warm  dry and overcast,1,0,1,0,1
703,1965,6,39,not found,not found,0,0,0,0,0
704,1965,7,20,Overcast and dry,Overcast and dry,0,0,1,0,1
705,1965,8,14,not found,not found,0,0,0,0,0
706,1965,9,46,Rainy  windy  cold,Rainy  windy  cold,0,1,0,1,0
707,1965,10,32,not found,not found,0,0,0,0,0
708,1964,1,6,not found,not found,0,0,0,0,0
709,1964,2,39,Dry,Dry,0,0,1,0,0
710,1964,3,13,Dry,Dry,0,0,1,0,0
711,1964,4,53,Dry,Dry,0,0,1,0,0
712,1964,5,38,Warm  dry,Warm  dry,1,0,1,0,0
713,1964,6,20,Dry,Dry,0,0,1,0,0
714,1964,7,57,Dry,Dry,0,0,1,0,0
715,1964,8,14,Dry,Dry,0,0,1,0,0
716,1964,9,46,Sunny  warm,Sunny  warm,1,0,0,0,0
717,1964,10,32,not found,not found,0,0,0,0,0
718,1963,1,6,Warm  dry and sunny,Warm  dry and sunny,1,0,1,0,0
719,1963,2,13,Wet and overcast,Wet and overcast,0,0,0,1,1
720,1963,3,39,Sunny,Sunny,1,0,0,0,0
721,1963,4,55,Sunny  then rain,Sunny  then rain,1,0,0,1,0
722,1963,5,9,Warm  dry and sunny,Warm  dry and sunny,1,0,1,0,0
723,1963,6,20,Warm  dry and sunny,Warm  dry and sunny,1,0,1,0,0
724,1963,7,14,Warm  dry and sunny,Warm  dry and sunny,1,0,1,0,0
725,1963,8,46,Sunny,Sunny,1,0,0,0,0
726,1963,9,32,Overcast  Dry ,Overcast  Dry ,0,0,1,0,1
727,1963,10,56,Hot  dry and windy,Hot  dry and windy,1,0,1,0,0
728,1962,1,39,Sunny,Sunny,1,0,0,0,0
729,1962,2,6,Cloudy,Cloudy,0,0,0,0,1
730,1962,3,13,Sunny,Sunny,1,0,0,0,0
731,1962,4,53,Sunny,Sunny,1,0,0,0,0
732,1962,5,58,Sunny,Sunny,1,0,0,0,0
733,1962,6,20,Heavy rain showers,Heavy rain showers,0,0,0,1,0
734,1962,7,14,Dry  with rain later,Dry  with rain later,0,0,1,1,0
735,1962,8,46,Sunny,Sunny,1,0,0,0,0
736,1962,9,56,Dry  windy,Dry  windy,0,0,1,0,0
737,1961,1,6,Sunny,Sunny,1,0,0,0,0
738,1961,2,39,Sunny,Sunny,1,0,0,0,0
739,1961,3,13,Sunny,Sunny,1,0,0,0,0
740,1961,4,55,Sunny,Sunny,1,0,0,0,0
741,1961,5,58,Torrential rain  drying later,Torrential rain  drying later,0,0,0,1,0
742,1961,6,20,Wet,Wet,0,0,0,1,0
743,1961,7,14,Sunny,Sunny,1,0,0,0,0
744,1961,8,46,Temperatures up to    °F (   °C)  wind speeds up to     miles per hour (     km h)  ],Temperatures up to 72 °F (22 °C); wind speeds up to 8 9 miles per hour (14 3 km/h) 1],0,0,0,0,0
745,1960,1,25,Dry,Dry,0,0,1,0,0
746,1960,2,6,not found,not found,0,0,0,0,0
747,1960,3,19,not found,not found,0,0,0,0,0
748,1960,4,39,not found,not found,0,0,0,0,0
749,1960,5,13,not found,not found,0,0,0,0,0
750,1960,6,55,Dry,Dry,0,0,1,0,0
751,1960,7,9,Dry  overcast ,Dry  overcast ,0,0,1,0,1
752,1960,8,59,not found,not found,0,0,0,0,0
753,1960,9,14,Warm  dry,Warm  dry,1,0,1,0,0
754,1960,10,60,Temperatures up to      °F (     °C)  wind speeds up to     miles per hour (     km h)  ],Temperatures up to 75 9 °F (24 4 °C); wind speeds up to 9 9 miles per hour (15 9 km/h) 1],0,0,0,0,0
755,1959,1,6,Hot  clear,Hot  clear,1,0,0,0,0
756,1959,2,19,not found,not found,0,0,0,0,0
757,1959,3,39,Sunny,Sunny,1,0,0,0,0
758,1959,4,55,Hot  dry,Hot  dry,1,0,1,0,0
759,1959,5,58,Dry and sunny ,Dry and sunny ,1,0,1,0,0
760,1959,6,61,Dry and dull ,Dry and dull ,0,0,1,0,0
761,1959,7,62,Hot and clear ,Hot and clear ,1,0,0,0,0
762,1959,8,14,Dry and sunny,Dry and sunny,1,0,1,0,0
763,1959,9,63,Sunny with temperatures reaching up to    °F (   °C)  winds gusting up to    miles per hour (   km h)  ],Sunny with temperatures reaching up to 77 °F (25 °C); winds gusting up to 14 miles per hour (23 km/h) 1],1,0,0,0,0
764,1958,1,25,not found,not found,0,0,0,0,0
765,1958,2,6,not found,not found,0,0,0,0,0
766,1958,3,39,not found,not found,0,0,0,0,0
767,1958,4,19,not found,not found,0,0,0,0,0
768,1958,5,13,Hot  dry,Hot  dry,1,0,1,0,0
769,1958,6,55,not found,not found,0,0,0,0,0
770,1958,7,9,not found,not found,0,0,0,0,0
771,1958,8,20,not found,not found,0,0,0,0,0
772,1958,9,59,not found,not found,0,0,0,0,0
773,1958,10,14,not found,not found,0,0,0,0,0
774,1958,11,64,Warm  dry  sunny,Warm  dry  sunny,1,0,1,0,0
775,1957,1,25,not found,not found,0,0,0,0,0
776,1957,2,6,not found,not found,0,0,0,0,0
777,1957,3,19,Slightly overcast  dry track,Slightly overcast  dry track,0,0,1,0,1
778,1957,4,53,not found,not found,0,0,0,0,0
779,1957,5,58,Overcast  dry ,Overcast  dry ,0,0,1,0,1
780,1957,6,20,not found,not found,0,0,0,0,0
781,1957,7,65,not found,not found,0,0,0,0,0
782,1957,8,14,not found,not found,0,0,0,0,0
783,1956,1,25,Overcast but dry,Overcast but dry,0,0,1,0,1
784,1956,2,6,Warm  dry  sunny,Warm  dry  sunny,1,0,1,0,0
785,1956,3,19,Overcast  dry track,Overcast  dry track,0,0,1,0,1
786,1956,4,13,Wet and overcast  later drying,Wet and overcast  later drying,0,0,0,1,1
787,1956,5,55,not found,not found,0,0,0,0,0
788,1956,6,9,Overcast  dry,Overcast  dry,0,0,1,0,1
789,1956,7,20,not found,not found,0,0,0,0,0
790,1956,8,14,Cloudy  warm  alternating light rain,Cloudy  warm  alternating light rain,1,0,0,1,1
791,1955,1,25,Very hot and dry,Very hot and dry,1,0,1,0,0
792,1955,2,6,not found,not found,0,0,0,0,0
793,1955,3,19,Cool and windy,Cool and windy,0,1,0,0,0
794,1955,4,13,not found,not found,0,0,0,0,0
795,1955,5,39,Drizzly,Drizzly,0,0,0,0,0
796,1955,6,58,Hot  dry   ],Hot  dry  1],1,0,1,0,0
797,1955,7,14,not found,not found,0,0,0,0,0
798,1954,1,25,Overcast  wet,Overcast  wet,0,0,0,1,1
799,1954,2,19,Very hot and sunny,Very hot and sunny,1,0,0,0,0
800,1954,3,13,Sunny  mild  dry,Sunny  mild  dry,1,0,1,0,0
801,1954,4,55,Overcast  wet,Overcast  wet,0,0,0,1,1
802,1954,5,9,Cold  wet (heavy rain)   ],Cold  wet (heavy rain)  1],0,1,0,1,0
803,1954,6,20,Sunny  dry,Sunny  dry,1,0,1,0,0
804,1954,7,66,Rain,Rain,0,0,0,1,0
805,1954,8,14,Sunny  mild  dry,Sunny  mild  dry,1,0,1,0,0
806,1954,9,67,Sunny  mild  dry,Sunny  mild  dry,1,0,1,0,0
807,1953,1,25,Hot  dry,Hot  dry,1,0,1,0,0
808,1953,2,19,Extremely hot,Extremely hot,1,0,0,0,0
809,1953,3,39,Sunny  mild  dry,Sunny  mild  dry,1,0,1,0,0
810,1953,4,13,Hot  dry,Hot  dry,1,0,1,0,0
811,1953,5,55,Hot  dry,Hot  dry,1,0,1,0,0
812,1953,6,9,Overcast  showers,Overcast  showers,0,0,0,1,1
813,1953,7,20,Sunny  mild  dry,Sunny  mild  dry,1,0,1,0,0
814,1953,8,66,Sunny  mild  dry,Sunny  mild  dry,1,0,1,0,0
815,1953,9,14,Sunny  mild  dry,Sunny  mild  dry,1,0,1,0,0
816,1952,1,66,Sunny,Sunny,1,0,0,0,0
817,1952,2,19,Warm and sunny,Warm and sunny,1,0,0,0,0
818,1952,3,13,Rain,Rain,0,0,0,1,0
819,1952,4,53,Rain,Rain,0,0,0,1,0
820,1952,5,9,Overcast  dry ,Overcast  dry ,0,0,1,0,1
821,1952,6,20,Sunny,Sunny,1,0,0,0,0
822,1952,7,39,Rainy,Rainy,0,0,0,1,0
823,1952,8,14,Sunny,Sunny,1,0,0,0,0
824,1951,1,66,Overcast  rain,Overcast  rain,0,0,0,1,1
825,1951,2,19,Warm and sunny,Warm and sunny,1,0,0,0,0
826,1951,3,13,Sunny  Mild  Dry,Sunny  Mild  Dry,1,0,1,0,0
827,1951,4,55,Sunny  Hot  Dry,Sunny  Hot  Dry,1,0,1,0,0
828,1951,5,9,Mild  Dry,Mild  Dry,1,0,1,0,0
829,1951,6,20,Sunny  Mild  Dry,Sunny  Mild  Dry,1,0,1,0,0
830,1951,7,14,Warm and sunny,Warm and sunny,1,0,0,0,0
831,1951,8,67,Hot  Dry,Hot  Dry,1,0,1,0,0
832,1950,1,9,Sunny  Mild  Dry,Sunny  Mild  Dry,1,0,1,0,0
833,1950,2,6,not found,not found,0,0,0,0,0
834,1950,3,19,Rainy,Rainy,0,0,0,1,0
835,1950,4,66,Warm  dry and sunny,Warm  dry and sunny,1,0,1,0,0
836,1950,5,13,Warm  dry and sunny,Warm  dry and sunny,1,0,1,0,0
837,1950,6,55,Hot and sunny,Hot and sunny,1,0,0,0,0
838,1950,7,14,Warm  hot and sunny,Warm  hot and sunny,1,0,0,0,0
839,2011,1,1,Sunny    °C,Sunny  18°C,1,0,0,0,0
840,2011,2,2,Cloudy  dry,Cloudy  dry,0,0,1,0,1
841,2011,3,17,Fine and Dry  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F) dropping to    °C (   °F)  ],Fine and Dry 1] Air Temp 22 °C (72 °F) 1] Track Temp 32 °C (90 °F) dropping to 26 °C (79 °F) 1],1,0,1,0,0
842,2011,4,5,Sunny  Fine and Dry  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F) dropping to    °C (   °F)  ],Sunny  Fine and Dry 2] Air Temp 17 °C (63 °F) 2] Track Temp 35 °C (95 °F) dropping to 30 °C (86 °F) 2],1,0,1,0,0
843,2011,5,4,Mainly sunny  Fine and Dry  ]  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F) to    °C (    °F)  ],Mainly sunny  Fine and Dry 2] 3] Air Temp 27 °C (81 °F) 3] Track Temp 33 °C (91 °F) to 44 °C (111 °F) 3],1,0,1,0,0
844,2011,6,6,Sunny  Fine and Dry  ]Air Temp    °C (   °F)  ]Track Temp    °C (    °F)  ],Sunny  Fine and Dry 2]Air Temp 24 °C (75 °F) 2]Track Temp 44 °C (111 °F) 2],1,0,1,0,0
845,2011,7,7,Wet at start  very heavy rain later  after rain stops  track drying towards the end  Temperatures up to    °C (   °F)  wind speeds up to    kilometres per hour (    mph)  ],Wet at start  very heavy rain later  after rain stops  track drying towards the end  Temperatures up to 27 °C (81 °F); wind speeds up to 12 kilometres per hour (7 5 mph) 1],0,0,0,1,0
846,2011,8,12,Clear  Fine and Dry  ]  ] Air Temp    °C (   °F)  ] Track Temp    °C (    °F)  ],Clear  Fine and Dry 1] 2] Air Temp 27 °C (81 °F) 2] Track Temp 47 °C (117 °F) 2],1,0,1,0,0
847,2011,9,9,Wet track at start  subsequently drying  ]Air Temp    °C (   °F)  ]Track Temp    °C (   °F)  ],Wet track at start; subsequently drying 1]Air Temp 20 °C (68 °F) 1]Track Temp 22 °C (72 °F) 1],0,0,0,1,0
848,2011,10,20,Cloudy  (light) rain at start,Cloudy  (light) rain at start,0,0,0,1,1
849,2011,11,11,Cloudy  rain showers,Cloudy  rain showers,0,0,0,1,1
850,2011,12,13,Cloudy  dry,Cloudy  dry,0,0,1,0,1
851,2011,13,14,Mainly sunny,Mainly sunny,1,0,0,0,0
852,2011,14,15,Hot and humid Air Temp    °C (   °F)  ],Hot and humid Air Temp 31 °C (88 °F) 1],1,0,0,0,0
853,2011,15,22,Sunny and dry Air Temp    °C (   °F)  ],Sunny and dry Air Temp 24 °C (75 °F) 2],1,0,1,0,0
854,2011,16,35,Dry  light rain at the start Air Temp    °C (   °F)  ],Dry  light rain at the start Air Temp 21 °C (70 °F) 2],0,0,1,1,0
855,2011,17,68,Fine and Dry Air Temp    °C (   °F)  ],Fine and Dry Air Temp 30 °C (86 °F) 1],1,0,1,0,0
856,2011,18,24,Fine and Dry Air Temp    °C (   °F)  ],Fine and Dry Air Temp 25 °C (77 °F) 1],1,0,1,0,0
857,2011,19,18,Fine Air Temp    °C (   °F) Track Temp    °C (    °F)  ],Fine Air Temp 24 °C (75 °F) Track Temp 43 °C (109 °F) 1],1,0,0,0,0
858,2012,1,1,Fine  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F) dropping to    °C (   °F)  ],Fine 1] Air Temp 22 °C (72 °F) 1] Track Temp 30 °C (86 °F) dropping to 22 °C (72 °F) 1],1,0,0,0,0
859,2012,2,2,Heavy rain clearing to cloudy and dry  ] Air Temp    °C (   °F)  ]  Track Temp    °C (   °F) dropping to    °C (   °F)   ],Heavy rain clearing to cloudy and dry 2] Air Temp 26 °C (79 °F) 2]  Track Temp 29 °C (84 °F) dropping to 24 °C (75 °F)  2],0,0,1,1,1
860,2012,3,17,Overcast but Dry  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F)   ],Overcast but Dry 1] Air Temp 22 °C (72 °F) 1] Track Temp 23 °C (73 °F)  1],0,0,1,0,1
861,2012,4,3,Sunny and hot  ]  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F) dropping to    °C (   °F)  ],Sunny and hot 1] 2] Air Temp 27 °C (81 °F) 2] Track Temp 33 °C (91 °F) dropping to 29 °C (84 °F) 2],1,0,0,0,0
862,2012,5,4,Partially cloudy  dry   ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F)   ],Partially cloudy  dry  2] Air Temp 23 °C (73 °F) 2] Track Temp 36 °C (97 °F)  2],0,0,1,0,1
863,2012,6,6,Fine and Dry  showers threatening at end  ] Air Temp    °C (   °F)  ] Track Temp    °C (    °F) dropping to    °C (   °F)  ],Fine and Dry  showers threatening at end 2] Air Temp 21 °C (70 °F) 2] Track Temp 38 °C (100 °F) dropping to 31 °C (88 °F) 2],1,0,1,1,0
864,2012,7,7,Fine  dry and warm   ] with air temperature approaching    °C (   °F)  ] Track Temp    °C (    °F) dropping to    °C (    °F)  ],Fine  dry and warm; 2] with air temperature approaching 29 °C (84 °F) 2] Track Temp 45 °C (113 °F) dropping to 39 °C (102 °F) 2],1,0,1,0,0
865,2012,8,12,Fine and Dry  ] Air Temp    °C (   °F)  ] Track Temp    °C (    °F)   ],Fine and Dry 2] Air Temp 27 °C (81 °F) 2] Track Temp 45 °C (113 °F)  2],1,0,1,0,0
866,2012,9,9,DryAir Temp    °C (   °F)  ]Track Temp    °C (   °F)  ],DryAir Temp 20 °C (68 °F) 2]Track Temp 31 °C (88 °F) 2],0,0,0,0,0
867,2012,10,10,Fine and Dry  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F)  ],Fine and Dry 2] Air Temp 22 °C (72 °F) 2] Track Temp 30 °C (86 °F) 2],1,0,1,0,0
868,2012,11,11,Fine and Dry  Very Hot  ]  ] Air Temp    °C (   °F)  ] Track Temp    °C (    °F)  ],Fine and Dry  Very Hot 2] 3] Air Temp 30 °C (86 °F) 3] Track Temp 45 °C (113 °F) 3],1,0,1,0,0
869,2012,12,13,Fine and Dry  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F)  ],Fine and Dry 2] Air Temp 23 °C (73 °F) 2] Track Temp 33 °C (91 °F) 2],1,0,1,0,0
870,2012,13,14,Dry and sizzlingly sunny  ] Air temp    °C (   °F)  ] Track temp    °C (    °F)  ],Dry and sizzlingly sunny 2] Air temp 28 °C (82 °F) 2] Track temp 40 °C (104 °F) 2],1,0,1,0,0
871,2012,14,15,Hot and humid  ]Air Temp    °C (   °F)  ]Track Temp    °C (   °F)  ],Hot and humid 2]Air Temp 29 °C (84 °F) 2]Track Temp 31 °C (88 °F) 2],1,0,0,0,0
872,2012,15,22,Fine and Dry  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F)  ],Fine and Dry 2] Air Temp 23 °C (73 °F) 2] Track Temp 32 °C (90 °F) 2],1,0,1,0,0
873,2012,16,35,Fine and Dry  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F) dropping to    °C (   °F)  ],Fine and Dry 3] Air Temp 21 °C (70 °F) 3] Track Temp 27 °C (81 °F) dropping to 23 °C (73 °F) 3],1,0,1,0,0
874,2012,17,68,Fine  Dry  a little hazy and a little dusty  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F) dropping to    °C (   °F)  ],Fine  Dry  a little hazy and a little dusty 2] Air Temp 30 °C (86 °F) 2] Track Temp 36 °C (97 °F) dropping to 31 °C (88 °F) 2],1,0,1,0,0
875,2012,18,24,Dry  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F) dropping to    °C (   °F)  ],Dry 2] Air Temp 29 °C (84 °F) 2] Track Temp 34 °C (93 °F) dropping to 29 °C (84 °F) 2],0,0,1,0,0
876,2012,19,69,Scattered clouds  ]  ]Air temp    °C (   °F)  ]Track temp    °C (   °F)  ],Scattered clouds 2] 3]Air temp 24 °C (75 °F) 3]Track temp 32 °C (90 °F) 3],0,0,0,0,1
877,2012,20,18,Race start  drops of rain  light rain shower getting heavier at the end   ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F)  ],Race start: drops of rain  light rain shower getting heavier at the end  2] Air Temp 19 °C (66 °F) 2] Track Temp 21 °C (70 °F) 2],0,0,0,1,0
878,2013,1,1,Scattered Clouds  Fine and Dry  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F) dropping to    °C (   °F)  ],Scattered Clouds  Fine and Dry 2] Air Temp 18 °C (64 °F) 2] Track Temp 25 °C (77 °F) dropping to 19 °C (66 °F) 2],1,0,1,0,1
879,2013,2,2,Light rain clearing to cloudy and dry,Light rain clearing to cloudy and dry,0,0,1,1,1
880,2013,3,17,not found,not found,0,0,0,0,0
881,2013,4,3,not found,not found,0,0,0,0,0
882,2013,5,4,Sunny,Sunny,1,0,0,0,0
883,2013,6,6,Warm and sunny,Warm and sunny,1,0,0,0,0
884,2013,7,7,Mild with temperatures approaching    °C (   °F)  wind speeds up to    kilometres per hour (    mph)  ],Mild with temperatures approaching 23 °C (73 °F); wind speeds up to 15 kilometres per hour (9 3 mph) 2],1,0,0,0,0
885,2013,8,9,Dry,Dry,0,0,1,0,0
886,2013,9,20,Sunny,Sunny,1,0,0,0,0
887,2013,10,11,Very hot and sunny    °C ,Very hot and sunny  35°C ,1,0,0,0,0
888,2013,11,13,not found,not found,0,0,0,0,0
889,2013,12,14,Cloudy,Cloudy,0,0,0,0,1
890,2013,13,15,Dry and    degrees,Dry and 29 degrees,0,0,1,0,0
891,2013,14,35,Cloudy with maximum temperatures reaching    degrees during the day,Cloudy with maximum temperatures reaching 29 degrees during the day,0,0,0,0,1
892,2013,15,22,Warm and sunny,Warm and sunny,1,0,0,0,0
893,2013,16,68,Sunny  haze,Sunny  haze,1,0,0,0,0
894,2013,17,24,Clear,Clear,1,0,0,0,0
895,2013,18,69,Partly cloudy  warmTemperatures reaching up to      °F (     °C)  wind speeds approaching speeds of      miles per hour (     km h)  ],Partly cloudy  warmTemperatures reaching up to 89 1 °F (31 7 °C); wind speeds approaching speeds of 11 1 miles per hour (17 9 km/h) 2],0,0,0,0,1
896,2013,19,18,Cloudy  Air Temp    °C,Cloudy  Air Temp: 18°C,0,0,0,0,1
897,2014,1,1,Overcast    °C(  °F),Overcast  19°C(66°F),0,0,0,0,1
898,2014,2,2,Dry    °C,Dry  32°C,0,0,1,0,0
899,2014,3,3,Dry,Dry,0,0,1,0,0
900,2014,4,17,Mostly cloudy  dry,Mostly cloudy  dry,0,0,1,0,1
901,2014,5,4,Sunny,Sunny,1,0,0,0,0
902,2014,6,6,Overcast  Air     to    °C (   to    °F)  Track     to    °C (   to    °F) ,Overcast  Air: 20 to 21 °C (68 to 70 °F)  Track: 28 to 30 °C (82 to 86 °F) ,0,0,0,0,1
903,2014,7,7,Temperatures up to      °C (     °F)  wind speeds up to      kilometres per hour (     mph)  ],Temperatures up to 27 6 °C (81 7 °F); wind speeds up to 16 4 kilometres per hour (10 2 mph) 5],0,0,0,0,0
904,2014,8,70,Partially cloudy  hot and dry,Partially cloudy  hot and dry,1,0,1,0,1
905,2014,9,9,Mostly cloudy with maximum temperatures reaching    degrees during the day ,Mostly cloudy with maximum temperatures reaching 21 degrees during the day ,0,0,0,0,1
906,2014,10,10,not found,not found,0,0,0,0,0
907,2014,11,11,Overcast  Wet track at start  then drying  Scattered thunderstorms during the day  temperatures reaching a maximum of    degrees   ],Overcast  Wet track at start  then drying  Scattered thunderstorms during the day  temperatures reaching a maximum of 26 degrees  1],0,0,0,1,1
908,2014,12,13,Mostly cloudy,Mostly cloudy,0,0,0,0,1
909,2014,13,14,Sunny  Air     °C (   °F)  Track     to    °C (   to     °F),Sunny; Air: 25 °C (77 °F)  Track: 37 to 42 °C (99 to 108 °F),1,0,0,0,0
910,2014,14,15,Clear  Air     to    °C (   to    °F) Track     to    °C (   to    °F) ,Clear  Air: 28 to 30 °C (82 to 86 °F) Track: 33 to 37 °C (91 to 99 °F) ,1,0,0,0,0
911,2014,15,22,Rain  Air     °C (   °F) Track     °C (   °F),Rain  Air: 20 °C (68 °F) Track: 24 °C (75 °F),0,0,0,1,0
912,2014,16,71,Fine and dry    °C (   °F) ambient temperature    °C (   °F) track temperature  ],Fine and dry;21 °C (70 °F) ambient temperature 33 °C (91 °F) track temperature 4],1,0,1,0,0
913,2014,17,69,Sunny  Air     °C (   °F)  Track     to    °C (   to    °F),Sunny  Air: 23 °C (73 °F)  Track: 31 to 34 °C (88 to 93 °F),1,0,0,0,0
914,2014,18,18,Sunny  Air     to    °C (   to    °F)  Track     to    °C (    to     °F),Sunny  Air: 23 to 24 °C (73 to 75 °F)  Track: 46 to 50 °C (115 to 122 °F),1,0,0,0,0
915,2014,19,24,Clear skies  Air temp     °C (   °F) during the day  dropping to    °C (     °F)  Wind speed    km h (    mph)   ] (Night race),Clear skies; Air temp: 30 °C (86 °F) during the day  dropping to 24 °C (75 2 °F)  Wind speed: 8 km/h (4 9 mph)  2] (Night race),1,0,0,0,0
916,2015,6,6,Partly cloudy  –   °C (  –   °F) air temperature  –   °C (  –   °F) track temperature    m s (    ft s) wind from the west  ],Partly cloudy18–19 °C (64–66 °F) air temperature31–37 °C (88–99 °F) track temperature1 5 m/s (4 9 ft/s) wind from the west 2],0,0,0,0,1
917,2015,7,7,Sunny  –   °C (  –   °F) air temperature   °C (    °F) track temperature  m s (   ft s) wind from the north  ],Sunny20–21 °C (68–70 °F) air temperature39 °C (102 °F) track temperature4 m/s (13 ft/s) wind from the north 2],1,0,0,0,0
918,2015,4,3,Sunny  clear  –   °C (  –   °F) air temperature  –   °C (  –   °F) track temperature    m s (    ft s) wind from the north  ],Sunny  clear24–26 °C (75–79 °F) air temperature28–31 °C (82–88 °F) track temperature1 5 m/s (4 9 ft/s) wind from the north 1],1,0,0,0,0
919,2015,5,4,Sunny   °C (   °F) air temperature   °C (    °F) track temperature    m s (    ft s) wind from the northeast  ],Sunny25 °C (77 °F) air temperature44 °C (111 °F) track temperature1 8 m/s (5 9 ft/s) wind from the northeast 3],1,0,0,0,0
920,2015,3,17,Sunny   °C (   °F) air temperature   °C (    °F) track temperature    m s (    ft s) wind from the northwest  ],Sunny21 °C (70 °F) air temperature46 °C (115 °F) track temperature1 4 m/s (4 6 ft/s) wind from the northwest 1],1,0,0,0,0
921,2015,1,1,Partly cloudy  –   °C (  –   °F) air temperature  –   °C (  –   °F) track temperature  m s (   ft s) wind from the south  ],Partly cloudy17–18 °C (63–64 °F) air temperature32–37 °C (90–99 °F) track temperature6 m/s (20 ft/s) wind from the south 3],0,0,0,0,1
922,2015,2,2,Sunny  –   °C (  –   °F) air temperature  –   °C (   –    °F) track temperature  m s (    ft s) wind from the south  ],Sunny32–33 °C (90–91 °F) air temperature53–58 °C (127–136 °F) track temperature2 m/s (6 6 ft/s) wind from the south 3],1,0,0,0,0
923,2015,8,70,Cloudy  –   °C (  –   °F) air temperature  –   °C (  –   °F) track temperature  m s (    ft s) wind from the west  ],Cloudy14–15 °C (57–59 °F) air temperature27–32 °C (81–90 °F) track temperature2 m/s (6 6 ft/s) wind from the west 2],0,0,0,0,1
924,2015,9,9,Cloudy  rain at times  –   °C (  –   °F) air temperature  –   °C (  –   °F) track temperature    m s (    ft s) wind from the east  ],Cloudy  rain at times17–20 °C (63–68 °F) air temperature24–32 °C (75–90 °F) track temperature2 5 m/s (8 2 ft/s) wind from the east 2],0,0,0,1,1
925,2015,10,11,Sunny  –   °C (  –   °F) air temperature  –   °C (   –    °F) track temperature    m s (   ft s) wind from the east  ],Sunny22–24 °C (72–75 °F) air temperature41–48 °C (106–118 °F) track temperature3 2 m/s (10 ft/s) wind from the east 2],1,0,0,0,0
926,2015,11,13,Cloudy   °C (   °F) air temperature  –   °C (  –   °F) track temperature    m s (   ft s) wind from the northwest  ],Cloudy23 °C (73 °F) air temperature33–37 °C (91–99 °F) track temperature3 5 m/s (11 ft/s) wind from the northwest 2],0,0,0,0,1
927,2015,12,14,Partly cloudy  –   °C (  –   °F) air temperature  –   °C (   –    °F) track temperature    m s (    ft s) wind from changing directions  ],Partly cloudy22–23 °C (72–73 °F) air temperature38–39 °C (100–102 °F) track temperature1 5 m/s (4 9 ft/s) wind from changing directions 2],0,0,0,0,1
928,2015,13,15,Dry  –   °C (  –   °F) air temperature  –   °C (  –   °F) track temperature    m s (    ft s) wind from the west  ],Dry28–29 °C (82–84 °F) air temperature34–36 °C (93–97 °F) track temperature0 5 m/s (1 6 ft/s) wind from the west 2],0,0,1,0,0
929,2015,14,22,Partly cloudy   °C (   °F) air temperature  –   °C (   –    °F) track temperature    m s (   ft s) wind from the east  ],Partly cloudy27 °C (81 °F) air temperature52–54 °C (126–129 °F) track temperature4 5 m/s (15 ft/s) wind from the east 2],0,0,0,0,1
930,2015,15,71,Partly cloudy   °C (   °F) air temperature  –   °C (  –   °F) track temperature    m s (    ft s) wind from the north  ],Partly cloudy18 °C (64 °F) air temperature25–27 °C (77–81 °F) track temperature1 5 m/s (4 9 ft/s) wind from the north 2],0,0,0,0,1
931,2015,16,69,Very cloudy   °C (   °F) air temperature  –   °C (  –   °F) track temperature  m s (   ft s) wind from the south  ],Very cloudy17 °C (63 °F) air temperature17–20 °C (63–68 °F) track temperature8 m/s (26 ft/s) wind from the south 2],0,0,0,0,1
932,2015,17,32,Partly cloudy  –   °C (  –   °F) air temperature  –   °C (   –    °F) track temperature    m s (    ft s) wind from the northwest  ],Partly cloudy22–24 °C (72–75 °F) air temperature48–56 °C (118–133 °F) track temperature1 5 m/s (4 9 ft/s) wind from the northwest 2],0,0,0,0,1
